solute_MolWt,solvent_MolWt,solvent_FractionCSP3,solvent_HeavyAtomCount,solvent_FractionCSP3,solvent_HeavyAtomCount,solvent_NHOHCount,solvent_NOCount,solvent_NumAliphaticCarbocycles,solvent_NumAliphaticHeterocycles,solvent_NumAliphaticRings,solvent_NumAromaticCarbocycles,solvent_NumAromaticHeterocycles,solvent_NumAromaticRings,solvent_NumHAcceptors,solvent_NumHDonors,solvent_NumHeteroatoms,solvent_NumRotatableBonds,solvent_NumSaturatedCarbocycles,solvent_NumSaturatedHeterocycles,solvent_NumSaturatedRings,solvent_RingCount,solvent_MolLogP,solvent_MolMR,solute,solute_SMILES,solvent,solvent_SMILES,concentration_M,Log_concentration,liquid at room temp_Y/N,csid,identifier,notes
151.02694302,92.062600256,0.1428571428571428,7.0,0.1428571428571428,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.99502,31.178999999999988,4-nitrobenzaldehyde DONOTUSE,c1cc(C=O)ccc1[N+](=O)[O-],toluene,c1ccccc1C,0.26,-0.585026652029182,DONOTUSE,526,UC212-5a,less than all other recorded values
151.02694302,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,4-nitrobenzaldehyde DONOTUSE,c1cc(C=O)ccc1[N+](=O)[O-],methanol,OC,-0.1,,DONOTUSE,526,REF904-Maccarone,19C - forms hemiacetal
151.02694302,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,4-nitrobenzaldehyde DONOTUSE,c1cc(C=O)ccc1[N+](=O)[O-],methanol,OC,-0.1,,DONOTUSE,526,REF904-Maccarone,26C - forms hemiacetal
167.02185764,74.07316494,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.7787999999999999,21.9938,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,1-butanol,OCCCC,0.09,-1.0457574905606752,n,5882,REF905-Stovall,25C
167.02185764,158.167065324,1.0,11.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,3.119400000000001,49.69580000000003,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,1-decanol,OCCCCCCCCCC,0.05,-1.3010299956639813,n,5882,REF905-Stovall,25C
167.02185764,116.120115132,1.0,8.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.9491,35.84479999999999,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,1-heptanol,OCCCCCCC,0.08,-1.0969100130080565,n,5882,REF905-Stovall,25C
167.02185764,102.104465068,1.0,7.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.559,31.22779999999998,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,1-hexanol,OCCCCCC,0.08,-1.0969100130080565,n,5882,REF905-Stovall,25C
167.02185764,130.135765196,1.0,9.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.3392,40.4618,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,1-octanol,OCCCCCCCC,0.06,-1.2218487496163564,n,5882,REF905-Stovall,25C
167.02185764,88.088815004,1.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.1689,26.610799999999987,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,1-pentanol,OCCCCC,0.09,-1.0457574905606752,n,5882,REF905-Stovall,25C
167.02185764,60.057514876,1.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3887,17.3768,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,1-propanol,OCCC,0.11,-0.958607314841775,n,5882,REF905-Stovall,25C
167.02185764,88.052429496,1.0,6.0,1.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0332,21.637999999999995,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,"1,4-dioxane",O1CCOCC1,0.47,-0.3279021420642826,n,5882,REF905-Stovall,25C
167.02185764,74.07316494,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7772,21.971799999999995,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-butanol,OC(C)CC,0.1,-1.0,n,5882,REF905-Stovall,25C
167.02185764,88.088815004,1.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0248,26.540799999999987,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-methyl-1-butanol,OCC(C)CC,0.05,-1.3010299956639813,n,5882,REF905-Stovall,25C
167.02185764,102.104465068,1.0,7.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.4149,31.15779999999998,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-methyl-1-pentanol,OCC(C)CCC,0.05,-1.3010299956639813,n,5882,REF905-Stovall,25C
167.02185764,74.07316494,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6347,21.9238,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-methyl-1-propanol,OCC(C)C,0.07,-1.154901959985743,n,5882,REF905-Stovall,25C
167.02185764,88.088815004,1.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1673,26.588799999999985,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-methyl-2-butanol,OC(C)(C)CC,0.17,-0.769551078621726,n,5882,REF905-Stovall,25C
167.02185764,74.07316494,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7772,21.971799999999995,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-methyl-2-propanol,OC(C)(C)C,0.15,-0.8239087409443188,n,5882,REF905-Stovall,25C
167.02185764,88.088815004,1.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.1673,26.588799999999985,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-pentanol,OC(C)CCC,0.08,-1.0969100130080565,n,5882,REF905-Stovall,25C
167.02185764,60.057514876,1.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3871,17.3548,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-propanol,OC(C)C,0.11,-0.958607314841775,n,5882,REF905-Stovall,25C
167.02185764,88.088815004,1.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0248,26.540799999999987,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,3-methyl-1-butanol,OCCC(C)C,0.07,-1.154901959985743,n,5882,REF905-Stovall,25C
167.02185764,102.104465068,1.0,7.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.4133,31.135799999999985,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,4-methyl-2-pentanol,OC(C)CC(C)C,0.07,-1.154901959985743,n,5882,REF905-Stovall,25C
167.02185764,116.083729624,0.8333333333333334,8.0,0.8333333333333334,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.3496,31.540999999999983,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,butyl acetate,O=C(OCCCC)C,0.08,-1.0969100130080565,n,5882,REF905-Stovall,25C
167.02185764,130.135765196,1.0,9.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.603200000000001,40.635000000000005,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,dibutyl ether,O(CCCC)CCCC,0.02,-1.6989700043360187,n,5882,REF905-Stovall,25C
167.02185764,74.07316494,1.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0428000000000002,22.166999999999994,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,diethyl ether,O(CC)CC,0.1,-1.0,n,5882,REF905-Stovall,25C
167.02185764,102.104465068,1.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.8198,31.35699999999997,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,diisopropyl ether,O(C(C)C)C(C)C,0.03,-1.5228787452803376,n,5882,REF905-Stovall,25C
167.02185764,46.041864812,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0014,12.759800000000002,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,ethanol,OCC,0.14,-0.8538719643217619,n,5882,REF905-Stovall,25C
167.02185764,88.052429496,0.75,6.0,0.75,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5694,22.30699999999999,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,ethyl acetate,O=C(OCC)C,0.13,-0.8860566476931632,n,5882,REF905-Stovall,25C
167.02185764,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,methanol,OC,0.18,-0.744727494896694,n,5882,REF905-Stovall,25C
167.02185764,74.036779432,0.6666666666666666,5.0,0.6666666666666666,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1793,17.689999999999998,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,methyl acetate,O=C(OC)C,0.14,-0.8538719643217619,n,5882,REF905-Stovall,25C
167.02185764,130.099379688,0.8571428571428571,9.0,0.8571428571428571,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.7397,36.158,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,pentyl acetate,O=C(OCCCCC)C,0.05,-1.3010299956639813,n,5882,REF905-Stovall,25C
167.02185764,102.031694052,0.75,7.0,0.75,7.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.5417,21.894999999999992,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,propylene carbonate,O=C1OCC(O1)C,0.06,-1.2218487496163564,n,5882,REF905-Stovall,25C
167.02185764,72.057514876,1.0,5.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7968000000000001,20.053,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,THF,O1CCCC1,0.78,-0.1079053973095195,n,5882,REF905-Stovall,25C
167.02185764,132.115029752,1.0,9.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1823,37.3858,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,1-tert-butoxy-2-propanol,OC(C)COC(C)(C)C,0.21992852973392,-0.6577184291097663,n,5882,REF1040-Grubbs,25C
167.02185764,118.099379688,1.0,8.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.7953999999999999,32.81279999999998,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-butoxyethanol,CCCCOCCO,0.19094509710893,-0.7190914885128357,n,5882,REF1040-Grubbs,25C
167.02185764,90.06807956,1.0,6.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0152,23.5788,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-ethoxyethanol,CCOCCO,0.30435768758487,-0.5166157241934665,n,5882,REF1040-Grubbs,25C
167.02185764,104.083729624,1.0,7.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.4036999999999999,28.173799999999986,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-isopropoxyethanol,OCCOC(C)C,0.24387592423486,-0.6128310717159736,n,5882,REF1040-Grubbs,25C
167.02185764,104.083729624,1.0,7.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.4053,28.195799999999984,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-propoxyethanol,OCCOCCC,0.21505311454777,-0.667454263311632,n,5882,REF1040-Grubbs,25C
167.02185764,104.083729624,1.0,7.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.4036999999999999,28.173799999999986,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,3-methoxy-1-butanol,OCCC(OC)C,0.22651235180211,-0.6449081107671046,n,5882,REF1040-Grubbs,25C
167.02185764,132.115029752,1.0,9.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1823,37.3858,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,1-tert-butoxy-2-propanol,OC(C)COC(C)(C)C,0.2201694408496,-0.6572429605295286,n,5882,REF1062-Grubbs,
167.02185764,118.099379688,1.0,8.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.7953999999999999,32.81279999999998,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-butoxyethanol,CCCCOCCO,0.19094509728279,-0.7190914881174003,n,5882,REF1062-Grubbs,
167.02185764,90.06807956,1.0,6.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0152,23.5788,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-ethoxyethanol,CCOCCO,0.30467879855665,-0.5161577656336156,n,5882,REF1062-Grubbs,
167.02185764,104.083729624,1.0,7.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.4036999999999999,28.173799999999986,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-isopropoxyethanol,OCCOC(C)C,0.24387591768428,-0.6128310833812529,n,5882,REF1062-Grubbs,
167.02185764,104.083729624,1.0,7.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.4053,28.195799999999984,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,2-propoxyethanol,OCCOCCC,0.2150531087215,-0.6674542750776414,n,5882,REF1062-Grubbs,
167.02185764,104.083729624,1.0,7.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.4036999999999999,28.173799999999986,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,3-methoxy-1-butanol,OCCC(OC)C,0.22651234568627,-0.6449081224930683,n,5882,REF1062-Grubbs,
167.02185764,120.024500496,1.0,7.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.195,27.887799999999988,4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,sulfolane,C1CCS(=O)(=O)C1,0.57066970783479,-0.2436151799643658,n,5882,REF1168,
167.02185764,130.135765196,1.0,9.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.3392,40.4618,4-nitrobenzoic acid,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],1-octanol,OCCCCCCCC,0.061801640013842,-1.2089999999999972,n,5882,REF1308-Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),25C
171.008706112,60.057514876,1.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3887,17.376800000000003,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,1-propanol,CCCO,0.25592977560675,-0.5918791841032772,n,7202,REF1150-Abraham,25C
171.008706112,88.088815004,1.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0248,26.540799999999987,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,3-me thybutanol,OCCC(C)C,0.22401330923742,-0.6497261782878913,n,7202,REF1150-Abraham,25C
171.008706112,58.041864812,0.6666666666666666,4.0,0.6666666666666666,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5952999999999999,16.355,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,acetone,CC(=O)C,3.2009129126803,0.5052738584437604,n,7202,REF1150-Abraham,25C
171.008706112,41.026549096,0.5,3.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52988,11.287,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,acetonitrile,CC#N,2.8373072112818,0.4529063618589915,n,7202,REF1150-Abraham,25C
171.008706112,120.057514876,0.125,9.0,0.125,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.8892,36.44650000000001,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,acetophenone,CC(=O)c1ccccc1,2.3791666254565,0.3764248590117139,n,7202,REF1150-Abraham,25C
171.008706112,78.046950192,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6866,26.442,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,benzene,c1ccccc1,2.3278872663158,0.3669619447053214,n,7202,REF1150-Abraham,25C
171.008706112,108.057514876,0.1428571428571428,8.0,0.1428571428571428,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.1788999999999998,32.364799999999995,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,benzyl alcohol,c1ccc(cc1)CO,2.419159759593,0.3836645498081915,n,7202,REF1150-Abraham,25C
171.008706112,155.95746226,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.4491000000000005,34.142,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,bromobenzene,c1ccc(cc1)Br,0.15011160165106,-0.8235857412122581,n,7202,REF1150-Abraham,25C
171.008706112,151.87541072,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5529,26.143,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,carbon tetrachloride,ClC(Cl)(Cl)Cl,0.56278547782797,-0.2496571176703927,n,7202,REF1150-Abraham,25C
171.008706112,117.91438307199999,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.9864,21.347,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,chloroform,ClC(Cl)Cl,2.7347095186894,0.4369112022854916,n,7202,REF1150-Abraham,25C
171.008706112,46.041864812,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0014,12.759800000000002,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,ethanol,CCO,0.30996811536154,-0.5086829772454482,n,7202,REF1150-Abraham,25C
171.008706112,74.07316494,1.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0428000000000002,22.166999999999994,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,ether,CCOCC,2.2401228152935,0.350271829290457,n,7202,REF1150-Abraham,25C
171.008706112,88.052429496,0.75,6.0,0.75,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5694,22.30699999999999,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,ethyl acetate,O=C(OCC)C,0.066229231003045,-1.1789502875784033,n,7202,REF1150-Abraham,25C
171.008706112,150.06807956,0.2222222222222222,11.0,0.2222222222222222,11.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.8633,42.39850000000003,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,ethyl benzoate,O=C(OCC)c1ccccc1,1.9702966342633,0.2945316154639199,n,7202,REF1150-Abraham,25C
171.008706112,86.109550448,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.5866000000000007,29.81599999999998,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,hexane,CCCCCC,0.71378193727764,-0.1464344463494027,n,7202,REF1150-Abraham,25C
171.008706112,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3915,8.1428,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,methanol,CO,2.2550360320624,0.3531534856378602,n,7202,REF1150-Abraham,25C
171.008706112,123.0320284,0.0,9.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.5947999999999998,33.0964,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,nitrobenzene,c1ccc(cc1)[N+](=O)[O-],1.7680985338916,0.2475064640328167,n,7202,REF1150-Abraham,25C
171.008706112,61.016378336,1.0,4.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.1071,12.9184,4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,nitromethane,C[N+](=O)[O-],3.3323819345791,0.5227547714184932,n,7202,REF1150-Abraham,25C
139.02694302,41.026549096,0.5,3.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52988,11.287,4-nitrophenol,c1cc(ccc1[N+](=O)[O-])O,acetonitrile,N#CC,5.4023,0.7325786977201704,n,955,REF981-Li; J.; Masso; J.J.; and Guertin; J.A.; Prediction of drug solubility in an acrylate adhesive based on the drug-polymer interaction parameter and drug solubility in acetonitrile. Journal of Controlled Release; 2002. 83: 211-221,25C
139.02694302,114.14085057599999,1.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0786000000000016,38.91,4-nitrophenol,c1cc(ccc1[N+](=O)[O-])O,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,0.00033,-3.4814860601221125,n,955,REF1180,
139.02694302,130.135765196,1.0,9.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.603200000000001,40.635000000000005,4-nitrophenol,c1cc(ccc1[N+](=O)[O-])O,dibutyl ether,O(CCCC)CCCC,1.27,0.1038037209559568,n,955,REF1180,
181.037507704,46.041864812,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0014,12.759800000000002,4-nitrophenylacetic acid,c1cc(CC(=O)O)ccc1[N+](=O)[O-],ethanol,OCC,0.71,-0.1487416512809247,n,4500,,
